Fecha,VelViento
1-1-2014 0:0,4.690010188456325
1-1-2014 0:10,3.8365658586556393
1-1-2014 0:20,6.159203164908254
1-1-2014 0:30,4.107547986389216
1-1-2014 0:40,1.7960693501904041
1-1-2014 0:50,3.392932272899779
1-1-2014 1:0,4.56137686309032
1-1-2014 1:10,1.1169728697687387
1-1-2014 1:20,1.0759926969570481
1-1-2014 1:30,5.8549284446374195
1-1-2014 1:40,5.098774670619221
1-1-2014 1:50,5.6271608217638285
1-1-2014 2:0,3.3323704063250936
1-1-2014 2:10,2.076786481010202
1-1-2014 2:20,1.3468090170294944
1-1-2014 2:30,3.0336008741739993
1-1-2014 2:40,3.8434587791733144
1-1-2014 2:50,6.731593238096649
1-1-2014 3:0,2.987419187322493
1-1-2014 3:10,7.504683345305888
1-1-2014 3:20,5.942119146777485
1-1-2014 3:30,2.4909749245134276
1-1-2014 3:40,1.5421868192065435
1-1-2014 3:50,2.5708659997563323
1-1-2014 4:0,3.6963616896202014
1-1-2014 4:10,0.8657694786437902
1-1-2014 4:20,3.7794694549192305
1-1-2014 4:30,1.8095046741083642
1-1-2014 4:40,2.1432230022216263
1-1-2014 4:50,6.454937980516659
1-1-2014 5:0,4.203701525364198
1-1-2014 5:10,2.188223409747746
1-1-2014 5:20,3.70701927630658
1-1-2014 5:30,6.355181193614597
1-1-2014 5:40,0.8633528587429805
1-1-2014 5:50,0.2014160405214069
1-1-2014 6:0,5.517735094542001
1-1-2014 6:10,2.1815196844430385
1-1-2014 6:20,1.396994815197837
1-1-2014 6:30,4.536622207845097
1-1-2014 6:40,1.5063516771843302
1-1-2014 6:50,3.6347957803761006
1-1-2014 7:0,3.1528401212813173
1-1-2014 7:10,5.219901413999706
1-1-2014 7:20,0.639370180589828
1-1-2014 7:30,2.18799951009088
1-1-2014 7:40,3.2207229009453506
1-1-2014 7:50,1.0245096102972562
1-1-2014 8:0,3.8128899354271706
1-1-2014 8:10,4.098934108828591
1-1-2014 8:20,4.938332180074487
1-1-2014 8:30,6.366614681656626
1-1-2014 8:40,1.9504078962905838
1-1-2014 8:50,1.2231838894924068
1-1-2014 9:0,0.4107093169026035
1-1-2014 9:10,2.1960288931564387
1-1-2014 9:20,5.720738032845291
1-1-2014 9:30,1.8841667780131157
1-1-2014 9:40,2.7347084963151653
1-1-2014 9:50,2.2379009181930565
1-1-2014 10:0,3.669954973691777
1-1-2014 10:10,5.40188355994724
1-1-2014 10:20,4.162194234043183
1-1-2014 10:30,3.057357877665774
1-1-2014 10:40,6.213487467628158
1-1-2014 10:50,2.906662185231952
1-1-2014 11:0,1.6495826677522216
1-1-2014 11:10,0.5396738360149633
1-1-2014 11:20,3.82850321690483
1-1-2014 11:30,6.401150703763328
1-1-2014 11:40,4.47833396796988
1-1-2014 11:50,5.686710537808132
1-1-2014 12:0,2.569366908165417
1-1-2014 12:10,2.427237983359676
1-1-2014 12:20,4.28405414866941
1-1-2014 12:30,0.7953997473251152
1-1-2014 12:40,5.328925376857753
1-1-2014 12:50,1.6234831280021562
1-1-2014 13:0,0.7973134405477516
1-1-2014 13:10,5.397211764165968
1-1-2014 13:20,1.614670286391154
1-1-2014 13:30,4.096426578977075
1-1-2014 13:40,8.046102409986682
1-1-2014 13:50,6.885515316454133
1-1-2014 14:0,1.2789255789040088
1-1-2014 14:10,8.95229881076905
1-1-2014 14:20,2.9433589671138245
1-1-2014 14:30,2.543821551295286
1-1-2014 14:40,2.5476445626741575
1-1-2014 14:50,2.726146362069747
1-1-2014 15:0,2.7216502584389692
1-1-2014 15:10,5.4523291000910525
1-1-2014 15:20,2.1055578261541945
1-1-2014 15:30,3.052648904084534
1-1-2014 15:40,4.738918498977267
1-1-2014 15:50,5.47411522773599
1-1-2014 16:0,5.38845079066442
1-1-2014 16:10,2.047233027311902
1-1-2014 16:20,3.178843837372876
1-1-2014 16:30,2.2334879940347316
1-1-2014 16:40,4.3502207716290044
1-1-2014 16:50,2.6898950363187613
1-1-2014 17:0,2.158760489258893
1-1-2014 17:10,1.2982477516645354
1-1-2014 17:20,5.95659748468434
1-1-2014 17:30,1.3478840937501342
1-1-2014 17:40,1.8063899499568912
1-1-2014 17:50,1.4435058740737459
1-1-2014 18:0,2.6347257198549103
1-1-2014 18:10,1.080825547292306
1-1-2014 18:20,4.836635393007011
1-1-2014 18:30,9.149622915567372
1-1-2014 18:40,7.645769549235033
1-1-2014 18:50,0.9293526415768294
1-1-2014 19:0,5.890161030228582
1-1-2014 19:10,2.208601445837855
1-1-2014 19:20,3.4778079866904084
1-1-2014 19:30,2.0993885252184357
1-1-2014 19:40,3.940361044265246
1-1-2014 19:50,9.174787165791908
1-1-2014 20:0,2.6537290147026895
1-1-2014 20:10,1.6460860378096578
1-1-2014 20:20,4.783463196417502
1-1-2014 20:30,2.7678038707492085
1-1-2014 20:40,4.458773335492533
1-1-2014 20:50,7.3659435748211655
1-1-2014 21:0,6.995643706032103
1-1-2014 21:10,1.3355627179463314
1-1-2014 21:20,5.929301534206925
1-1-2014 21:30,2.5089848199893323
1-1-2014 21:40,1.9587082681256562
1-1-2014 21:50,0.8970063249158302
1-1-2014 22:0,3.986083648348893
1-1-2014 22:10,0.05875553770798853
1-1-2014 22:20,0.793861903093517
1-1-2014 22:30,6.381088897775938
1-1-2014 22:40,5.130050577319246
1-1-2014 22:50,8.08606112522646
1-1-2014 23:0,2.2197690753173998
1-1-2014 23:10,6.1103500402783295
1-1-2014 23:20,3.480362739753522
1-1-2014 23:30,1.8624228343097764
1-1-2014 23:40,1.4178969140652566
1-1-2014 23:50,2.0449241006960075
2-1-2014 0:0,8.609207782236858
2-1-2014 0:10,2.3713847708175644
2-1-2014 0:20,3.7755641678283927
2-1-2014 0:30,2.4345882065589097
2-1-2014 0:40,5.166935235638175
2-1-2014 0:50,2.836317830388735
2-1-2014 1:0,0.9194938199849143
2-1-2014 1:10,3.702931894479437
2-1-2014 1:20,2.825648950551015
2-1-2014 1:30,1.7326816225109452
2-1-2014 1:40,4.849195388452458
2-1-2014 1:50,0.42840553692028316
2-1-2014 2:0,2.323515323649354
2-1-2014 2:10,3.4793636442441187
2-1-2014 2:20,1.621576133603417
2-1-2014 2:30,2.5792871068119565
2-1-2014 2:40,4.141199178134679
2-1-2014 2:50,5.264196351294964
2-1-2014 3:0,2.8440869797194934
2-1-2014 3:10,2.101164465840866
2-1-2014 3:20,4.740284359759354
2-1-2014 3:30,8.111990595046786
2-1-2014 3:40,6.619402374864581
2-1-2014 3:50,5.266386035794346
2-1-2014 4:0,2.4953846719974195
2-1-2014 4:10,5.414058677179263
2-1-2014 4:20,1.4250427361636315
2-1-2014 4:30,5.551297622168025
2-1-2014 4:40,0.6471921808300932
2-1-2014 4:50,0.7454225931262092
2-1-2014 5:0,7.730941982582133
2-1-2014 5:10,6.161879779664372
2-1-2014 5:20,2.4193358011299746
2-1-2014 5:30,2.4523028561122517
2-1-2014 5:40,4.098649861184569
2-1-2014 5:50,4.485119605211149
2-1-2014 6:0,2.154737814948401
2-1-2014 6:10,3.162262961361907
2-1-2014 6:20,0.9781865384487796
2-1-2014 6:30,1.3501601806730426
2-1-2014 6:40,1.9261560751093942
2-1-2014 6:50,0.9714146020826021
2-1-2014 7:0,3.948667544691878
2-1-2014 7:10,4.126108410645416
2-1-2014 7:20,3.391433448933228
2-1-2014 7:30,6.161507351985313
2-1-2014 7:40,5.781496029336693
2-1-2014 7:50,2.2796720438287763
2-1-2014 8:0,1.2585061885126083
2-1-2014 8:10,2.0716080438379807
2-1-2014 8:20,2.373070470835535
2-1-2014 8:30,1.452712608948239
2-1-2014 8:40,1.1035028940401213
2-1-2014 8:50,3.789974169606987
2-1-2014 9:0,7.756440171243571
2-1-2014 9:10,0.4028870791479443
2-1-2014 9:20,1.240204473104236
2-1-2014 9:30,2.3710891599774455
2-1-2014 9:40,3.951485465589902
2-1-2014 9:50,6.100723544401339
2-1-2014 10:0,2.197989424333084
2-1-2014 10:10,3.3644878724140215
2-1-2014 10:20,2.3943003935032925
2-1-2014 10:30,6.441073667158745
2-1-2014 10:40,3.330602139747774
2-1-2014 10:50,2.2409308688520126
2-1-2014 11:0,1.2425080280590448
2-1-2014 11:10,2.9527087314514837
2-1-2014 11:20,1.9243336358761784
2-1-2014 11:30,3.1268708462228583
2-1-2014 11:40,1.666404814083146
2-1-2014 11:50,2.0620614061901263
2-1-2014 12:0,4.670725132536205
2-1-2014 12:10,2.407468975061278
2-1-2014 12:20,3.8969187226507955
2-1-2014 12:30,5.8503910453161145
2-1-2014 12:40,6.292256197974705
2-1-2014 12:50,0.4040706164473058
2-1-2014 13:0,2.481604027232926
2-1-2014 13:10,4.545140061273598
2-1-2014 13:20,6.006040639071132
2-1-2014 13:30,0.9055531222692728
2-1-2014 13:40,3.1431060670746036
2-1-2014 13:50,3.739223602739614
2-1-2014 14:0,0.32090536600928793
2-1-2014 14:10,5.244561103024709
2-1-2014 14:20,4.901189239952958
2-1-2014 14:30,0.6108542567376545
2-1-2014 14:40,1.1153431132296232
2-1-2014 14:50,2.0133898947865543
2-1-2014 15:0,2.2497301038729938
2-1-2014 15:10,5.840218703558222
2-1-2014 15:20,4.714479653939477
2-1-2014 15:30,11.16431676352437
2-1-2014 15:40,3.0540257603877072
2-1-2014 15:50,5.6555745464274025
2-1-2014 16:0,3.4756096820401643
2-1-2014 16:10,2.4033764221877165
2-1-2014 16:20,1.792722719830658
2-1-2014 16:30,4.686076182593964
2-1-2014 16:40,3.9976903581274277
2-1-2014 16:50,1.2876703570180734
2-1-2014 17:0,3.0552703720938665
2-1-2014 17:10,0.5633868000759827
2-1-2014 17:20,4.698714059446172
2-1-2014 17:30,3.252081918097052
2-1-2014 17:40,2.0927481838546655
2-1-2014 17:50,5.356364183300319
2-1-2014 18:0,1.0160225477304774
2-1-2014 18:10,6.658339371444694
2-1-2014 18:20,3.5039925600737503
2-1-2014 18:30,8.179498569673395
2-1-2014 18:40,4.377718908290751
2-1-2014 18:50,2.4564391481314547
2-1-2014 19:0,0.8811888404680144
2-1-2014 19:10,2.015800378447433
2-1-2014 19:20,5.983239858938107
2-1-2014 19:30,5.420834357546995
2-1-2014 19:40,4.21021185828647
2-1-2014 19:50,1.916208915947942
2-1-2014 20:0,5.62366878870108
